City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3580733,Bodden Town,KY,19.2833,-81.25,83.3,75,74,9.06
2630299,Hofn,IS,64.2539,-15.2082,48.07,69,100,2.89
2212775,Sabha,LY,27.0377,14.4283,79.02,22,0,9.28
933726,Tshane,BW,-24.0196,21.8684,51.75,33,0,8.68
2084442,Vanimo,PG,-2.6741,141.3028,84.56,71,90,8.46
240498,Bangassou,CF,4.7413,22.8184,69.21,96,80,1.88
700159,Mykolayivka,UA,47.5414,30.7561,47.73,70,85,13.18
6620339,Karratha,AU,-20.7377,116.8463,92.01,22,89,23.31
3146160,Melbu,NO,68.5044,14.8297,47.98,64,93,13.02
5404198,Twentynine Palms,US,34.1356,-116.0542,79.0,16,0,4.14
6145951,Shellbrook,CA,53.2168,-106.4011,40.23,59,55,4.32
1816336,Binzhou,CN,37.3667,118.0167,76.78,66,9,8.66
1856392,Muroto-misakicho,JP,33.2833,134.15,82.44,81,55,15.95
2138555,Poum,NC,-20.2333,164.0167,73.09,66,3,18.68
2077895,Alice Springs,AU,-23.7,133.8833,63.95,24,3,18.41
1489401,Toora-Khem,RU,52.4675,96.11,42.87,56,77,5.59
1701394,Manuk Mangkaw,PH,4.8,119.85,80.62,79,100,7.54
3628473,San Cristobal,VE,7.7669,-72.225,66.22,96,100,1.79
6089245,Norman Wells,CA,65.282,-126.8329,53.64,47,75,12.66
2012956,Yerbogachën,RU,61.2767,108.0108,47.21,85,100,11.65
4013679,Coahuayana Viejo,MX,18.7333,-103.6833,76.15,92,48,2.64
2338660,Yaan,NG,7.3833,8.5667,72.55,97,100,5.06
212730,Kisangani,CD,0.5167,25.2,70.27,99,98,1.3
575521,Bogorodskoye,RU,56.55,37.8833,37.6,97,100,13.31
6104841,Pincher Creek,CA,49.4833,-113.952,49.06,55,1,16.11
1282635,Tulsīpur,NP,28.131,82.2973,81.12,74,75,3.94
2192362,Christchurch,NZ,-43.5333,172.6333,66.4,37,93,12.66
3407762,Amapá,BR,1.0,-52.0,70.12,99,92,0.67
3531865,Cadereyta,MX,25.5833,-99.9833,84.92,62,8,7.25
2090021,Namatanai,PG,-3.6667,152.4333,83.64,71,100,6.8
3642833,El Limon,VE,10.3059,-67.6321,72.63,85,52,2.28
6169141,Trois-Rivières,CA,46.3501,-72.5491,58.28,76,1,2.3
3361934,Saldanha,ZA,-33.0117,17.9442,44.65,70,100,10.36
5134295,Rome,US,43.2128,-75.4557,60.94,82,1,5.75
1525988,Ayagoz,KZ,47.9714,80.4392,52.79,27,57,4.81
2015428,Tayturka,RU,52.8692,103.4608,51.46,44,100,8.57
293842,Kiryat Gat,IL,31.61,34.7642,74.08,67,0,2.93
2647356,Hastings,GB,50.8552,0.5729,47.95,85,66,6.91
1045114,Inhambane,MZ,-23.865,35.3833,69.78,78,75,3.44
5295143,Fortuna Foothills,US,32.6578,-114.4119,87.28,40,1,9.22
6060839,Louiseville,CA,46.2559,-72.9415,59.72,72,88,11.5
5767918,Pierre,US,44.3683,-100.351,56.32,62,1,12.66
2191562,Dunedin,NZ,-45.8742,170.5036,50.45,82,100,7.72
2159220,Mackay,AU,-21.15,149.2,84.18,37,42,11.5
5367788,Lompoc,US,34.6391,-120.4579,63.54,73,1,3.44
2033196,Zhangjiakou,CN,40.81,114.8794,68.4,46,17,12.26
6690296,Saint-Joseph,RE,-21.3667,55.6167,71.98,66,77,13.96
2619537,Hvide Sande,DK,56.0045,8.1294,50.29,80,100,16.69
585227,Qax,AZ,41.4225,46.9242,65.39,49,1,3.47
2139259,Ouégoa,NC,-20.35,164.4333,75.18,56,19,9.91
474354,Verkhovazh'ye,RU,60.7472,42.0465,35.15,81,97,6.89
4676798,Brownwood,US,31.7093,-98.9912,85.71,37,1,9.22
1217662,Romitan,UZ,39.9343,64.3814,64.35,29,0,11.5
2123621,Mago,RU,53.2514,140.1822,59.76,33,1,9.57
3936456,Lima,PE,-12.0432,-77.0282,57.45,88,0,9.22
3855065,General Roca,AR,-39.0333,-67.5833,48.6,37,0,10.54
1802276,Longyan,CN,25.1072,117.0225,92.34,48,58,5.08
480884,Tsil'na,RU,54.5953,48.1414,44.15,59,100,12.53
3429594,Reconquista,AR,-29.15,-59.65,61.54,76,97,12.5
499055,Samarskoye,RU,46.9336,39.6814,56.21,68,97,12.46
1060283,Maroantsetra,MG,-15.4333,49.7333,71.06,77,74,0.22
2450849,Sokolo,ML,14.7328,-6.1219,80.67,53,33,10.11
226361,Sembabule,UG,-0.0772,31.4567,66.47,79,53,3.4
315498,Heraclea,TR,37.5133,34.0467,71.65,33,0,1.43
2661228,Cham,CH,47.1821,8.4636,53.47,94,90,2.3
6167817,Torbay,CA,47.6666,-52.7314,41.77,81,1,11.5
1496073,Orlik,RU,52.5178,99.825,44.55,45,99,2.93
1082243,Ambilobe,MG,-13.2,49.05,78.85,45,2,7.16
1651591,Amahai,ID,-3.3333,128.9167,80.33,82,99,5.5
2445488,Dosso,NE,13.049,3.1937,77.45,73,69,6.58
2015179,Tommot,RU,58.9564,126.2925,53.87,50,1,9.15
472878,Vokhtoga,RU,58.8147,41.0461,37.09,75,100,9.22
2119283,Zyryanka,RU,65.75,150.85,35.15,76,96,9.46
5582371,Steamboat Springs,US,40.485,-106.8317,45.63,63,90,6.91
5746545,Portland,US,45.5234,-122.6762,62.11,65,20,5.75
3894406,Coihueco,CL,-36.6167,-71.8333,48.94,76,0,8.05
3459035,Lajeado,BR,-29.4669,-51.9614,70.66,99,57,5.86
3372760,Praia da Vitória,PT,38.7333,-27.0667,70.05,88,75,13.0
3674676,Mitú,CO,1.1983,-70.1733,71.08,98,69,1.01
6453373,Kongsberg,NO,59.6652,9.6465,49.06,91,100,3.29
6171633,Ucluelet,CA,48.9329,-125.5528,55.09,85,97,2.89
2021017,Kysyl-Syr,RU,63.8986,122.7617,47.82,50,98,9.17
3041732,Mariehamn,AX,60.0973,19.9348,46.9,59,84,2.77
2194098,Ahipara,NZ,-35.1667,173.1667,60.1,76,73,7.2
2125693,Evensk,RU,61.95,159.2333,45.95,85,100,19.86
1503037,Kodinsk,RU,58.6881,99.1844,45.36,58,57,9.95
4179667,Americus,US,32.0724,-84.2327,76.86,88,59,4.61
2433055,Dourbali,TD,11.8091,15.8632,74.41,81,71,6.67
3445026,Vila Velha,BR,-20.3297,-40.2925,73.35,83,20,8.05
3693584,Pimentel,PE,-6.8367,-79.9342,62.17,88,23,12.66
172515,Abu Samrah,SY,35.3029,37.1841,77.43,37,0,5.28
3662342,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,74.61,85,94,2.57
1264976,Leh,IN,34.1667,77.5833,60.1,39,17,5.95
1510916,Barabinsk,RU,55.3571,78.357,41.22,83,100,14.07
1714733,Dingle,PH,10.9995,122.6711,84.16,76,100,5.93
523392,Naryan-Mar,RU,67.6713,53.087,41.45,80,100,12.37
3108680,Soria,ES,41.6667,-2.6667,42.03,88,3,3.69
484232,Tashla,RU,51.7716,52.7427,51.3,36,100,12.01
1626542,Sorong,ID,-0.8833,131.25,82.47,71,93,3.18
3459352,Ladário,BR,-19.0047,-57.6017,79.36,25,2,0.81
2112802,Hasaki,JP,35.7333,140.8333,77.4,60,75,8.55
6457405,Province of Vibo Valentia,IT,38.6996,16.1274,57.79,65,64,0.89
5294810,Flagstaff,US,35.1981,-111.6513,52.66,58,1,0.0
2027198,Balagansk,RU,54.0103,103.0544,51.19,46,38,6.53
3459088,Laje,BR,-10.1833,-40.9667,67.46,64,82,6.08
2510573,Teguise,ES,29.0605,-13.564,66.42,78,0,8.05
5110365,Broome,US,42.2506,-75.833,61.2,82,1,10.36
1337610,Thinadhoo,MV,0.5333,72.9333,83.16,74,18,10.58
4159553,Immokalee,US,26.4187,-81.4173,75.02,100,90,5.75
1788852,Xining,CN,36.6167,101.7667,65.68,24,0,3.11
2232593,Douala,CM,4.0483,9.7043,75.11,100,75,2.3
3430443,Necochea,AR,-38.5473,-58.7368,45.09,81,0,7.7
5969025,Haines Junction,CA,60.7522,-137.5108,40.95,93,100,2.3
6145425,Shaunavon,CA,49.6501,-108.4181,42.58,48,7,6.15
1159384,Tāybād,IR,34.74,60.7756,76.24,19,0,13.24
2027044,Batagay,RU,67.6333,134.6333,42.91,55,100,2.46
2120591,Tilichiki,RU,60.4667,166.1,46.42,81,100,15.01
157429,Kilindoni,TZ,-7.9139,39.6668,77.02,79,26,10.65
103630,Najrān,SA,17.4924,44.1277,74.05,18,9,9.33
2028164,Deputatsky,RU,69.3,139.9,31.32,57,99,4.76
236901,Ouadda,CF,8.0777,22.4007,68.68,98,62,1.25
5671996,Polson,US,47.6936,-114.1632,48.34,72,61,4.9
3421193,Paamiut,GL,61.994,-49.6678,33.93,65,35,17.9
456008,Rūjiena,LV,57.8975,25.3316,41.25,85,97,5.97
286245,Sur,OM,22.5667,59.5289,90.07,54,4,5.12
4031637,Lavrentiya,RU,65.5833,-171.0,34.66,66,66,1.61
3907584,Potosí,BO,-19.5836,-65.7531,42.31,79,100,7.23
1731248,Alugan,PH,12.2188,125.4808,84.27,72,32,9.75
752584,Akçakoca,TR,41.0866,31.1162,69.57,81,78,3.58
1501706,Krutikha,RU,53.9599,81.2093,43.68,73,100,8.37
5116602,Endicott,US,42.0984,-76.0494,61.66,82,1,10.36
4726206,San Antonio,US,29.4241,-98.4936,84.24,69,1,10.36
371745,Kutum,SD,14.2,24.6667,77.07,37,97,3.42
1495626,Pangody,RU,65.85,74.4859,35.49,99,100,9.6
232287,Kanungu,UG,-0.9575,29.7897,64.83,74,71,1.28
3833112,Veinticinco de Mayo,AR,-35.4323,-60.1727,42.98,80,0,7.74
3833883,Trelew,AR,-43.249,-65.3051,53.8,40,0,8.41
2656847,Atherton,GB,53.5237,-2.4935,55.54,95,99,4.05
3420846,Qaqortoq,GL,60.7167,-46.0333,32.5,57,0,7.45
2447513,Arlit,NE,18.7369,7.3853,86.52,12,0,9.15
1490036,Tashtyp,RU,52.7939,89.8983,42.51,65,100,12.48
1623197,Tual,ID,-5.6667,132.75,79.77,80,78,13.4
4683462,Corsicana,US,32.0954,-96.4689,82.38,65,1,9.22
1863495,Gushikawa,JP,26.3544,127.8686,85.08,72,40,6.91
488206,Starozhilovo,RU,54.2254,39.916,44.28,93,100,11.16
1163054,Turbat,PK,26.0023,63.044,86.41,61,10,6.35
5955902,Fort Nelson,CA,58.8053,-122.7002,54.99,54,90,4.61
2094027,Kieta,PG,-6.2167,155.6333,83.03,75,94,6.44
588015,Palivere,EE,58.9664,23.8911,46.06,83,66,3.91
2408683,Gorahun,SL,7.4661,-11.2375,70.84,99,100,0.54
3404558,Cabedelo,BR,-6.9811,-34.8339,72.27,78,37,9.44
5007996,Saginaw,US,43.3334,-84.0333,72.46,88,75,11.5
244878,Biltine,TD,14.5333,20.9167,80.53,63,38,2.08
1631766,Pekalongan,ID,-6.8886,109.6753,87.13,57,100,6.78
1640660,Gondanglegi,ID,-7.7479,112.0132,89.91,49,99,9.19
4155751,Florida,US,28.7505,-82.5001,73.89,100,1,0.0
3691582,Talara,PE,-4.5772,-81.2719,64.67,81,11,16.08
3665202,Aripuanã,BR,-9.1667,-60.6333,78.42,57,45,1.9
3397763,Jacareacanga,BR,-6.2222,-57.7528,77.61,64,49,1.9
3933024,Paramonga,PE,-10.6667,-77.8333,60.26,86,78,8.1
3175096,Laas,IT,46.6166,10.7002,54.41,92,55,4.36
2412408,Nioro,GM,13.35,-15.75,76.64,96,48,5.61
901344,Ndola,ZM,-12.9587,28.6366,62.87,31,1,4.52
1636806,Majene,ID,-3.5403,118.9707,78.57,79,100,11.39
3887344,Illapel,CL,-31.6308,-71.1653,54.19,69,0,1.12
1571058,Phan Thiet,VN,10.9333,108.1,87.76,61,73,9.28
2514651,Los Llanos de Aridane,ES,28.6585,-17.9182,69.55,64,40,11.5
5314245,Show Low,US,34.2542,-110.0298,57.49,41,1,5.75
97783,Bayjī,IQ,34.9311,43.487,84.92,19,0,8.72
3155152,Gravdal,NO,68.1214,13.5031,48.09,53,75,17.27
2185763,Okato,NZ,-39.2,173.8833,55.6,77,81,11.68
1814093,Dali,CN,25.7,100.1833,73.13,57,32,1.72
1257804,Saharsa,IN,25.8833,86.6,87.24,65,15,12.64
3671437,Caucayá,CO,-0.1934,-74.7819,71.17,98,74,1.79
2015217,Tokur,RU,53.1333,132.9,53.69,66,69,5.06
4033543,Teahupoo,PF,-17.8333,-149.2667,73.36,76,15,13.91
102527,Sakakah,SA,29.9697,40.2064,78.37,24,0,7.02
